gen,nevals,time_gen,avg,std,min,max
0,30,0.28833794593811035,0.5257142857142857,0.1131794673813881,0.3214285714285714,0.7564285714285715
1,30,0.30364060401916504,0.49908333333333327,0.1352678648698201,0.17964285714285716,0.7564285714285715
2,30,0.3178253173828125,0.5090357142857143,0.11876569534657919,0.26785714285714285,0.7564285714285715
3,30,0.3114171028137207,0.5061785714285714,0.13093681130385665,0.2514285714285714,0.7564285714285715
4,30,0.2888987064361572,0.4731547619047618,0.13766616685929925,0.25321428571428567,0.7564285714285715
5,30,0.29035353660583496,0.5007619047619047,0.14779204724552988,0.09964285714285714,0.7564285714285715
6,30,0.3238241672515869,0.5416309523809525,0.14199674481673427,0.22464285714285714,0.7564285714285715
7,30,0.31083154678344727,0.530297619047619,0.12680047141929007,0.3235714285714286,0.7564285714285715
8,30,0.2994120121002197,0.5161666666666667,0.12285025359052473,0.3235714285714286,0.7564285714285715
9,30,0.2937314510345459,0.5159880952380953,0.15878328520659135,0.11785714285714288,0.7564285714285715
10,30,0.3143501281738281,0.5165595238095237,0.14804400669902557,0.21285714285714286,0.7564285714285715
11,30,0.3327775001525879,0.5183095238095238,0.1312816185864754,0.21714285714285714,0.7564285714285715
12,30,0.29473090171813965,0.5207738095238095,0.11659049080157212,0.26392857142857146,0.7564285714285715
13,30,0.29448652267456055,0.46607142857142847,0.12092236926125415,0.30714285714285716,0.7564285714285715
14,30,0.2944064140319824,0.532,0.13918774332230718,0.21607142857142853,0.7564285714285715
15,30,0.2835981845855713,0.5011904761904763,0.1364901485734277,0.23142857142857148,0.7564285714285715
16,30,0.2837224006652832,0.49966666666666676,0.12141645364372781,0.29714285714285715,0.7564285714285715
17,30,0.29142045974731445,0.5152857142857142,0.1109727551291414,0.3489285714285715,0.7564285714285715
18,30,0.30010509490966797,0.479797619047619,0.14855659505086463,0.195,0.7914285714285714
19,30,0.30367183685302734,0.5015119047619047,0.13988271579435588,0.22249999999999998,0.7914285714285714
