gen,nevals,time_gen,avg,std,min,max
0,10.0,0.06263820330301921,0.7299555555555556,0.0714816974152477,0.6072222222222223,0.843
1,10.0,0.05994894504547119,0.7393555555555555,0.07124880517900725,0.6132222222222222,0.8563333333333334
2,10.0,0.05914409955342611,0.7329111111111111,0.08062644647684164,0.599,0.8667777777777778
3,10.0,0.05925386746724447,0.7422222222222222,0.07606277686812314,0.6153333333333334,0.869
4,10.0,0.05601356029510498,0.736311111111111,0.07774577898955477,0.602,0.8705555555555555
5,10.0,0.05587282180786133,0.7330000000000001,0.08417995629947163,0.602111111111111,0.8734444444444445
6,10.0,0.053772997856140134,0.7384444444444445,0.08066697553483218,0.6031111111111112,0.8774444444444445
7,10.0,0.05459157625834147,0.7463444444444445,0.07769398666553143,0.6173333333333333,0.8778888888888888
8,10.0,0.05739699999491374,0.7409444444444444,0.08101742037806096,0.6015555555555555,0.8807777777777778
9,10.0,0.05852038065592448,0.7374777777777778,0.08040599360037284,0.608111111111111,0.8844444444444445
10,10.0,0.057508810361226397,0.743,0.07890841906586642,0.6146666666666667,0.8844444444444445
11,10.0,0.05781913598378499,0.7399222222222223,0.08017034266219668,0.6101111111111112,0.8857777777777778
12,10.0,0.05855168501536052,0.7392777777777778,0.08262853875532139,0.6001111111111112,0.8886666666666667
13,10.0,0.0562522570292155,0.7354222222222222,0.08585233527557601,0.5944444444444446,0.8902222222222222
14,10.0,0.05655481020609538,0.7402444444444445,0.08219027109890087,0.5995555555555556,0.8903333333333333
15,10.0,0.053460184733072916,0.739,0.08486141981793656,0.5973333333333334,0.8928888888888888
16,10.0,0.056633583704630536,0.7422777777777778,0.08597032517697634,0.5925555555555556,0.8942222222222223
17,10.0,0.05563360850016276,0.7411555555555556,0.08196389978742143,0.6098888888888889,0.8942222222222223
18,10.0,0.05711082617441813,0.7378666666666667,0.08438318210411082,0.5992222222222222,0.8951111111111111
19,10.0,0.05472352504730225,0.7464666666666666,0.07918973044625582,0.6262222222222223,0.8951111111111111
20,10.0,0.05655448436737061,0.7365555555555556,0.08711870486153224,0.5964444444444444,0.8982222222222221
21,10.0,0.05783712069193522,0.7484888888888889,0.08064914760670586,0.6167777777777778,0.8993333333333333
22,10.0,0.060136151313781736,0.7483444444444445,0.07964085317405252,0.623,0.8996666666666666
23,10.0,0.06239441235860189,0.7415333333333333,0.08116664424850414,0.6186666666666667,0.9014444444444444
24,10.0,0.06117697556813558,0.7434444444444444,0.0872261803524695,0.6067777777777777,0.9018888888888889
25,10.0,0.060158189137776694,0.7436777777777778,0.0841754624906555,0.6044444444444445,0.9021111111111111
26,10.0,0.05962124665578206,0.7441111111111112,0.08298362823326885,0.6166666666666667,0.9021111111111111
27,10.0,0.06084822813669841,0.7500666666666667,0.0788143862864789,0.6271111111111111,0.9021111111111111
28,10.0,0.062024378776550294,0.7414111111111111,0.08551960057451882,0.6073333333333333,0.9035555555555556
29,10.0,0.06216239929199219,0.744788888888889,0.08250599888934954,0.6121111111111112,0.9036666666666666
30,10.0,0.06423124472300211,0.7417555555555555,0.08430247082275133,0.6094444444444445,0.9036666666666666
31,10.0,0.061954283714294435,0.7416222222222222,0.08278887791187138,0.613,0.9038888888888889
32,10.0,0.06036677360534668,0.7484444444444445,0.08183562486552581,0.6157777777777778,0.9047777777777777
33,10.0,0.0599793275197347,0.7362666666666667,0.09002021098332559,0.5878888888888889,0.9047777777777777
34,10.0,0.0568952480951945,0.7489222222222222,0.08291695859483811,0.6122222222222222,0.9054444444444445
35,10.0,0.057613277435302736,0.7447333333333332,0.08530641289203274,0.6102222222222223,0.9054444444444445
36,10.0,0.05882568359375,0.7515666666666667,0.07896600815498687,0.6264444444444445,0.9063333333333332
37,10.0,0.056854836146036786,0.7480888888888889,0.08272953822790845,0.608111111111111,0.9065555555555556
38,10.0,0.05792520046234131,0.7459888888888888,0.0835291732522548,0.6164444444444445,0.9078888888888889
39,10.0,0.05967731475830078,0.7448,0.08444773253558369,0.6116666666666667,0.9078888888888889
40,10.0,0.0590595006942749,0.7475222222222223,0.08567130609300551,0.6063333333333334,0.9092222222222223
41,10.0,0.06390586694081625,0.7414555555555555,0.08885474722408118,0.6043333333333333,0.9126666666666666
42,10.0,0.06165799299875895,0.7470888888888889,0.08758032306711919,0.6122222222222222,0.913111111111111
43,10.0,0.06041850248972575,0.7405777777777778,0.09171780222205746,0.5862222222222222,0.9146666666666666
44,10.0,0.0628521998723348,0.7493444444444445,0.08522336552312985,0.6164444444444445,0.9151111111111111
45,10.0,0.06204066276550293,0.748788888888889,0.0863385900983594,0.6155555555555556,0.9166666666666666
46,10.0,0.05924131075541179,0.7534777777777778,0.08176803619768606,0.6268888888888888,0.916888888888889
47,10.0,0.06177028814951579,0.7489111111111111,0.08663128808003034,0.6101111111111112,0.916888888888889
48,10.0,0.06524131298065186,0.7457666666666667,0.08737195567663664,0.6085555555555556,0.916888888888889
49,10.0,0.0639062245686849,0.7426555555555556,0.08486246523170643,0.6177777777777779,0.916888888888889
50,10.0,0.06304246584574381,0.7391666666666666,0.08867126755075914,0.5967777777777777,0.916888888888889
51,10.0,0.06666781107584635,0.7523,0.08471028881823268,0.6303333333333333,0.9173333333333333
52,10.0,0.0676242192586263,0.7449111111111111,0.08673657729329384,0.6088888888888888,0.9182222222222223
53,10.0,0.07074349721272787,0.7494,0.08522722701615339,0.6077777777777779,0.9191111111111111
54,10.0,0.06868140697479248,0.7376555555555556,0.0935695378551634,0.5862222222222222,0.9191111111111111
55,10.0,0.06890770594278971,0.7528888888888888,0.0817237099253967,0.6314444444444445,0.9191111111111111
56,10.0,0.06775151093800863,0.7408666666666667,0.08765040021590706,0.6078888888888889,0.9191111111111111
57,10.0,0.06614218552907308,0.7437666666666666,0.08967072065520164,0.6008888888888889,0.9197777777777778
58,10.0,0.0637994368871053,0.7482666666666666,0.0857780314368563,0.6140000000000001,0.9197777777777778
59,10.0,0.06269633769989014,0.7386,0.08567007877420996,0.608,0.9197777777777778
60,10.0,0.06409579912821452,0.7395666666666667,0.09341629529638498,0.5932222222222222,0.9197777777777778
61,10.0,0.06205446720123291,0.7506111111111111,0.08850186411859369,0.6088888888888888,0.9197777777777778
62,10.0,0.0637265125910441,0.7413777777777778,0.08842446059901327,0.6044444444444445,0.9197777777777778
63,10.0,0.07287556330362956,0.7374111111111111,0.09181935736877846,0.5924444444444444,0.9197777777777778
64,10.0,0.07105851173400879,0.7443222222222222,0.08979965272548165,0.6004444444444444,0.9197777777777778
65,10.0,0.06885924339294433,0.7417888888888889,0.08881590610807191,0.6013333333333333,0.9197777777777778
66,10.0,0.06848399639129639,0.7484222222222222,0.08467317544413529,0.6194444444444444,0.9206666666666667
67,10.0,0.05806409517923991,0.7546555555555555,0.08418351277121498,0.6271111111111111,0.9211111111111111
68,10.0,0.05720501740773519,0.7433111111111111,0.0889897342772932,0.6031111111111112,0.9211111111111111
69,10.0,0.05907274087270101,0.7480333333333333,0.08732013744030441,0.6142222222222222,0.9211111111111111
70,10.0,0.06357216040293376,0.7476777777777778,0.0891249841612039,0.615111111111111,0.9215555555555555
71,10.0,0.06241896152496338,0.749211111111111,0.08843383623856807,0.6110000000000001,0.922
72,10.0,0.06365155378977458,0.7459555555555556,0.08764911679263604,0.6095555555555555,0.922
73,10.0,0.061064926783243816,0.7464777777777777,0.08644475895540378,0.6173333333333333,0.922
74,10.0,0.06156878471374512,0.7419333333333333,0.08995798555451294,0.6035555555555555,0.922
75,10.0,0.05958000024159749,0.7489777777777779,0.08584745531783673,0.6166666666666667,0.922
76,10.0,0.058080410957336424,0.7471222222222222,0.0874277731574386,0.6132222222222222,0.922
77,10.0,0.05753187338511149,0.7483555555555556,0.08619425410886138,0.614111111111111,0.922
78,10.0,0.05914295514424642,0.7414333333333333,0.09023031071955663,0.6022222222222222,0.9228888888888889
79,10.0,0.0606072743733724,0.7455888888888889,0.09151420231173736,0.6047777777777779,0.9228888888888889
80,10.0,0.06355311075846354,0.7510444444444444,0.08537493683613448,0.6194444444444444,0.9228888888888889
81,10.0,0.060507599512736,0.7445777777777778,0.08886546126000429,0.612,0.9228888888888889
82,10.0,0.05787413120269776,0.7533333333333334,0.08521249735846374,0.614111111111111,0.9228888888888889
83,10.0,0.05606854756673177,0.7439888888888889,0.08821490389714508,0.6092222222222222,0.9233333333333333
84,10.0,0.05465919971466064,0.7498333333333334,0.08506775989328008,0.615,0.9233333333333333
85,10.0,0.05495900313059489,0.7429555555555556,0.08812736794117448,0.6111111111111112,0.9233333333333333
86,10.0,0.05474770863850911,0.7531666666666667,0.08749723043966233,0.6152222222222222,0.9233333333333333
87,10.0,0.054929471015930174,0.7481444444444444,0.08575712231985906,0.6225555555555555,0.9233333333333333
88,10.0,0.057574709256490074,0.7412333333333333,0.0883279041776265,0.605,0.9246666666666666
89,10.0,0.05569864908854167,0.7413777777777778,0.09161217939254804,0.6012222222222223,0.9246666666666666
90,10.0,0.05590023199717204,0.7466888888888888,0.08779319192939238,0.6107777777777778,0.9246666666666666
91,10.0,0.05468364556630453,0.7435666666666666,0.08983007325388363,0.5981111111111111,0.9246666666666666
92,10.0,0.05559263229370117,0.7525222222222222,0.08774168885375012,0.6095555555555555,0.9251111111111111
93,10.0,0.05890022913614909,0.7497,0.08780361154592677,0.6110000000000001,0.9251111111111111
94,10.0,0.056288830439249676,0.7453444444444445,0.08729908663245611,0.6144444444444445,0.9251111111111111
95,10.0,0.05821883678436279,0.7451444444444444,0.08918474116804052,0.605111111111111,0.9251111111111111
96,10.0,0.060229253768920896,0.7456333333333334,0.09030482652602925,0.6027777777777777,0.9251111111111111
97,10.0,0.06096278826395671,0.7494333333333334,0.08676526421164282,0.6171111111111112,0.9251111111111111
98,10.0,0.06055014928181966,0.7439555555555555,0.09076646486195168,0.5976666666666667,0.9251111111111111
99,10.0,0.0547760009765625,0.7431111111111111,0.09165425809582463,0.6042222222222223,0.9257777777777778
