gen,nevals,time_gen,avg,std,min,max
0,20.0,0.2001153071721395,0.45962499999999995,0.11079573491339818,0.20670000000000005,0.6773
1,20.0,0.18906151453653972,0.41891,0.13052708014048273,0.11254999999999998,0.6773
2,20.0,0.19780100186665853,0.46553500000000003,0.12140345351348124,0.27299999999999996,0.6773
3,20.0,0.17723734378814698,0.43724500000000005,0.11277919899077135,0.25375,0.6773
4,20.0,0.21101059118906657,0.48400499999999996,0.11339626305571097,0.2741,0.6773
5,20.0,0.1801846186319987,0.4288875000000001,0.13346675697996863,0.18480000000000002,0.6773
6,20.0,0.2053918997446696,0.42267,0.17527146758671247,0.11119999999999997,0.6773
7,20.0,0.1827658732732137,0.457215,0.1358245026679649,0.27245,0.7029000000000001
8,20.0,0.2007943312327067,0.48149250000000005,0.16374451385848016,0.11850000000000005,0.7029000000000001
9,20.0,0.17295743624369303,0.45755,0.15200444401398272,0.06869999999999998,0.7029000000000001
10,20.0,0.2009464184443156,0.38614750000000003,0.1495683275922747,0.11850000000000005,0.7029000000000001
11,20.0,0.21080926259358723,0.477135,0.14139821436284125,0.1894,0.7029000000000001
12,20.0,0.187774658203125,0.445085,0.15092758288331526,0.08145000000000002,0.7029000000000001
13,20.0,0.21311825911204021,0.45756250000000004,0.15127591998976572,0.16419999999999996,0.7029000000000001
14,20.0,0.19447770118713378,0.4303274999999999,0.14268977755519138,0.1672,0.7029000000000001
15,20.0,0.19811311562856038,0.43655499999999997,0.13625432185806072,0.20665000000000003,0.7029000000000001
16,20.0,0.20003016789754233,0.458125,0.12190293013295456,0.16829999999999995,0.7029000000000001
17,20.0,0.18069472312927246,0.38584499999999994,0.20258249733133418,-0.21455000000000002,0.7029000000000001
18,20.0,0.17267290751139322,0.38070999999999994,0.16308526420250236,0.06549999999999995,0.7029000000000001
19,20.0,0.2078597148259481,0.46488499999999994,0.12831994885831274,0.28164999999999996,0.7029000000000001
20,20.0,0.19451528390248615,0.39382749999999994,0.17101570211167744,0.040350000000000046,0.7029000000000001
21,20.0,0.21714649200439454,0.43804999999999994,0.14543546077212394,0.20970000000000003,0.7029000000000001
22,20.0,0.19722748597462972,0.46823750000000003,0.16063806590827095,0.16855,0.7029000000000001
23,20.0,0.1964617331822713,0.4412875000000001,0.13439813603153133,0.21375000000000005,0.7029000000000001
24,20.0,0.15779505570729574,0.4362800000000001,0.1770063490386715,0.003449999999999953,0.7029000000000001
25,20.0,0.1888357400894165,0.4531625,0.13202687593346288,0.19805,0.7029000000000001
26,20.0,0.19373870690663655,0.4582500000000001,0.12723488908314418,0.24805000000000005,0.7029000000000001
27,20.0,0.20135314464569093,0.4773225,0.12505160882111835,0.22019999999999992,0.7029000000000001
28,20.0,0.20814019838968914,0.40427,0.16595766734321135,0.14204999999999998,0.7029000000000001
29,20.0,0.18995299339294433,0.389015,0.16159387836486877,0.07844999999999996,0.7029000000000001
30,20.0,0.2010909875233968,0.46323749999999997,0.15817458224616873,0.12115000000000004,0.7029000000000001
31,20.0,0.19781733353932698,0.4463175,0.12625880194564656,0.27299999999999996,0.7029000000000001
32,20.0,0.21425487995147705,0.4199125,0.15920770229090678,0.1437,0.7029000000000001
33,20.0,0.19145184357961018,0.43024,0.15499043325315276,0.18589999999999993,0.7029000000000001
34,20.0,0.191694172223409,0.43698000000000004,0.14345112965745513,0.07135000000000002,0.7029000000000001
35,20.0,0.1955416440963745,0.45906,0.1378433445981343,0.18179999999999996,0.7029000000000001
36,20.0,0.19628052711486815,0.45996750000000003,0.13759331040697437,0.15230000000000005,0.7029000000000001
37,20.0,0.1658393144607544,0.432795,0.14937813168265293,0.16855,0.7029000000000001
38,20.0,0.20368927319844563,0.3911575,0.1665748137286967,0.07135000000000002,0.7029000000000001
39,20.0,0.19495641390482585,0.40926500000000005,0.17828509338977278,0.04950000000000004,0.7029000000000001
