gen,nevals,time_gen,avg,std,min,max
0,30,0.4559943675994873,0.530452380952381,0.15129941519566015,0.20500000000000002,0.78
1,30,0.46028852462768555,0.5171190476190477,0.12587935366057668,0.15928571428571425,0.78
2,30,0.44080471992492676,0.55475,0.11914042156640377,0.31857142857142856,0.78
3,30,0.41937780380249023,0.5551428571428573,0.12524304942219922,0.27714285714285714,0.78
4,30,0.44394731521606445,0.5458095238095239,0.10153176061065036,0.37999999999999995,0.78
5,30,0.4796116352081299,0.5266190476190477,0.14109586085393638,0.2714285714285714,0.78
6,30,0.44527387619018555,0.49363095238095234,0.14375264219202447,0.21321428571428575,0.78
7,30,0.451385498046875,0.4867976190476189,0.16945557289392185,0.10464285714285709,0.78
8,30,0.4260234832763672,0.5032142857142856,0.13407116218863865,0.24035714285714288,0.78
9,30,0.46132493019104004,0.5333690476190477,0.1362627914276836,0.24464285714285716,0.78
10,30,0.4246385097503662,0.5325238095238095,0.13821951304663202,0.2714285714285714,0.78
11,30,0.46425485610961914,0.5272619047619048,0.12171221540455504,0.26642857142857146,0.78
12,30,0.4527575969696045,0.5430119047619048,0.1294313072392101,0.22249999999999998,0.78
13,30,0.4836745262145996,0.4987857142857143,0.1317837656327734,0.27571428571428575,0.78
14,30,0.4319016933441162,0.5315119047619048,0.14525712258267312,0.27714285714285714,0.78
15,30,0.445479154586792,0.48954761904761906,0.1667685810852518,0.08000000000000002,0.78
16,30,0.4291117191314697,0.5052738095238094,0.13597586580995333,0.24607142857142855,0.78
17,30,0.48128199577331543,0.5159642857142858,0.12894387687809664,0.24035714285714288,0.78
18,30,0.44262266159057617,0.4847857142857143,0.19438352317424606,0.05785714285714283,0.78
19,30,0.4016537666320801,0.5314047619047619,0.12897637727774652,0.3217857142857143,0.78
20,30,0.42647361755371094,0.5258333333333334,0.12596472394287433,0.30857142857142855,0.78
21,30,0.4425933361053467,0.49542857142857144,0.1487190601218869,0.15178571428571425,0.78
22,30,0.4301645755767822,0.5473095238095237,0.13991116391070468,0.29821428571428577,0.78
23,30,0.43061137199401855,0.5544523809523809,0.12278599591830819,0.24035714285714288,0.78
24,30,0.4469432830810547,0.48200000000000004,0.14432335671164598,0.20750000000000002,0.78
25,30,0.4283561706542969,0.4826547619047619,0.14087465732332313,0.23142857142857148,0.78
26,30,0.441009521484375,0.5112142857142856,0.14205404021053417,0.31607142857142856,0.8171428571428572
27,30,0.4259023666381836,0.5461190476190476,0.1271987147676766,0.33,0.8171428571428572
28,30,0.43600988388061523,0.5042380952380954,0.14681597224149498,0.18928571428571428,0.8171428571428572
29,30,0.43293285369873047,0.5147857142857142,0.1560244998640378,0.1628571428571428,0.8171428571428572
30,30,0.43085217475891113,0.5041071428571429,0.17703190529731438,0.10107142857142853,0.8171428571428572
31,30,0.4595036506652832,0.51575,0.16333168514023327,0.06928571428571434,0.8171428571428572
32,30,0.42926716804504395,0.51275,0.152425797437605,0.22571428571428576,0.8171428571428572
33,30,0.48868417739868164,0.5278690476190476,0.14270731676980403,0.18321428571428572,0.8171428571428572
34,30,0.4565773010253906,0.5281309523809524,0.13914424083028312,0.20750000000000002,0.8171428571428572
35,30,0.45069432258605957,0.52175,0.15204052421443884,0.21321428571428575,0.8171428571428572
36,30,0.4429786205291748,0.518452380952381,0.1499814708888312,0.24035714285714288,0.8171428571428572
37,30,0.468400239944458,0.5404880952380952,0.13607875506251915,0.21892857142857142,0.8171428571428572
38,30,0.46804356575012207,0.5260714285714285,0.15951776818695446,0.15607142857142858,0.8171428571428572
39,30,0.4231688976287842,0.49691666666666673,0.14668782170019226,0.20249999999999996,0.8171428571428572
40,30,0.44067931175231934,0.5280595238095238,0.1371469705277638,0.21892857142857142,0.8171428571428572
41,30,0.43808865547180176,0.53575,0.12976487600355377,0.2510714285714286,0.8171428571428572
42,30,0.45188212394714355,0.5568333333333334,0.11844990665039602,0.39142857142857146,0.8171428571428572
43,30,0.4462106227874756,0.5312619047619048,0.1304903993827353,0.3125,0.8171428571428572
44,30,0.4436333179473877,0.5437738095238095,0.13684990671213546,0.27714285714285714,0.8171428571428572
45,30,0.4877331256866455,0.5048214285714285,0.15554036131049276,0.20750000000000002,0.8171428571428572
46,30,0.41034674644470215,0.5230238095238096,0.17278397047618377,-0.07821428571428574,0.8171428571428572
47,30,0.4755682945251465,0.5272738095238095,0.14381200181166856,0.20750000000000002,0.8171428571428572
48,30,0.5326595306396484,0.5445119047619048,0.15441896481653844,0.24464285714285716,0.8171428571428572
49,30,0.4186379909515381,0.5285714285714286,0.14593074492006533,0.21428571428571425,0.8171428571428572
50,30,0.43691158294677734,0.5413809523809524,0.12484506497828862,0.3228571428571429,0.8171428571428572
51,30,0.4425499439239502,0.4968452380952381,0.14739602248130937,0.21892857142857142,0.8171428571428572
52,30,0.4298555850982666,0.559607142857143,0.13700232600190398,0.27714285714285714,0.8171428571428572
53,30,0.43033313751220703,0.5146666666666666,0.1689611851466715,0.12821428571428567,0.8171428571428572
54,30,0.40425825119018555,0.5308690476190476,0.14937060935776253,0.24607142857142855,0.8171428571428572
55,30,0.4043877124786377,0.5372142857142858,0.14948575114678447,0.21321428571428575,0.8171428571428572
56,30,0.46216416358947754,0.5438214285714286,0.16558066631652116,0.13178571428571434,0.8171428571428572
57,30,0.45986485481262207,0.5461666666666667,0.12812534829331568,0.3228571428571429,0.8171428571428572
58,30,0.437206506729126,0.5469047619047618,0.1349745293852379,0.2807142857142857,0.8171428571428572
59,30,0.4307739734649658,0.5227857142857143,0.12748507315584448,0.2510714285714286,0.8171428571428572
60,30,0.4573373794555664,0.5220357142857143,0.150109573074376,0.26428571428571423,0.8171428571428572
61,30,0.4385809898376465,0.5155714285714287,0.15220012336072666,0.13321428571428573,0.8171428571428572
62,30,0.42383599281311035,0.5540238095238096,0.11443958887174398,0.3546428571428571,0.8171428571428572
63,30,0.4036283493041992,0.5210357142857143,0.13323695549480186,0.3028571428571429,0.8171428571428572
64,30,0.4242064952850342,0.5416785714285715,0.12678877092224214,0.2575,0.8171428571428572
65,30,0.43654918670654297,0.5452142857142858,0.13421491928181134,0.30428571428571427,0.8171428571428572
66,30,0.47078728675842285,0.5171309523809524,0.15458968852110466,0.15928571428571425,0.8171428571428572
67,30,0.42073917388916016,0.5340595238095237,0.1294096841618713,0.2892857142857143,0.8171428571428572
68,30,0.44330573081970215,0.5305833333333333,0.16973387241004864,-0.00964285714285712,0.8171428571428572
69,30,0.4197876453399658,0.5357738095238095,0.13690238351971337,0.24035714285714288,0.8171428571428572
70,30,0.40592336654663086,0.537952380952381,0.14690349617421844,0.2092857142857143,0.8171428571428572
71,30,0.43810486793518066,0.5174880952380952,0.13317835859633012,0.1903571428571429,0.8171428571428572
72,30,0.45076799392700195,0.5215595238095239,0.13794333239962975,0.2732142857142857,0.8171428571428572
73,30,0.4599902629852295,0.5253571428571429,0.13730285805449197,0.26785714285714285,0.8171428571428572
74,30,0.44124436378479004,0.5226190476190478,0.1371039854798799,0.28,0.8171428571428572
75,30,0.4223439693450928,0.509,0.13594968306888627,0.23500000000000004,0.8171428571428572
76,30,0.44380736351013184,0.517904761904762,0.15342420222267542,0.20285714285714285,0.8171428571428572
77,30,0.42604756355285645,0.5298214285714286,0.13653837360239207,0.15321428571428575,0.8171428571428572
78,30,0.40376734733581543,0.5110119047619048,0.13770062924202922,0.2714285714285714,0.8171428571428572
79,30,0.4487435817718506,0.5346190476190477,0.13615963686797253,0.2178571428571428,0.8171428571428572
80,30,0.4061589241027832,0.5005357142857143,0.15991342125012012,0.1628571428571428,0.8171428571428572
81,30,0.45865464210510254,0.5396904761904762,0.14946320427819876,0.21892857142857142,0.8171428571428572
82,30,0.4552600383758545,0.4829166666666666,0.15983718553166784,0.24607142857142855,0.8171428571428572
83,30,0.4483175277709961,0.5167142857142857,0.15783657482897143,0.1628571428571428,0.8171428571428572
84,30,0.4174692630767822,0.5239404761904762,0.15157821905184699,0.0625,0.8171428571428572
85,30,0.4290924072265625,0.5217261904761904,0.1481828447240825,0.24035714285714288,0.8171428571428572
86,30,0.42415571212768555,0.5200238095238096,0.12388468185814167,0.28535714285714286,0.8171428571428572
87,30,0.4509577751159668,0.519047619047619,0.13122798919206335,0.2603571428571429,0.8171428571428572
88,30,0.40969252586364746,0.5413690476190476,0.1509710091592951,0.09892857142857148,0.8171428571428572
89,30,0.4383704662322998,0.48702380952380947,0.161336265574635,0.09892857142857148,0.8171428571428572
90,30,0.4343264102935791,0.5400714285714285,0.1316120096664259,0.21321428571428575,0.8171428571428572
91,30,0.44623351097106934,0.5476547619047619,0.12917713420390542,0.21321428571428575,0.8171428571428572
92,30,0.43050670623779297,0.5085952380952381,0.12763647935319278,0.3107142857142857,0.8171428571428572
93,30,0.4416029453277588,0.48505952380952383,0.16404016544335967,-0.00964285714285712,0.8171428571428572
94,30,0.433582067489624,0.5577857142857142,0.1125902283673389,0.40035714285714286,0.8171428571428572
95,30,0.4033772945404053,0.5135357142857143,0.14729457475311397,0.30428571428571427,0.8171428571428572
96,30,0.4009675979614258,0.5154761904761905,0.1394019458053978,0.2092857142857143,0.8171428571428572
97,30,0.4496772289276123,0.5213571428571429,0.14324516945233642,0.2735714285714286,0.8171428571428572
98,30,0.4252433776855469,0.541,0.12761987162136257,0.3603571428571428,0.8171428571428572
99,30,0.43248820304870605,0.5244285714285714,0.13571317668719798,0.2714285714285714,0.8171428571428572
